Break1_chr	Break1_loc	Break_direction	Break2_chr	Break2_loc	MapQ	Read_ID	Classification
NC_000080.7	51164883	><	NC_000077.7	104188272	32	ERR2680377.37008	Chimeric
NC_000071.7	123797955	><	NC_000072.7	91441277	15	ERR2680377.37056	Chimeric
NC_000068.8	130549068	><	NC_000068.8	130549033	60	ERR2680377.37104	Foldback
NC_000068.8	141078470	><	NC_000081.7	47677970	60	ERR2680377.37206	Chimeric
NC_000072.7	88802799	<<	NC_000077.7	100482392	60	ERR2680377.37320	Chimeric
NC_000076.7	60137744	<<	NC_000074.7	83897518	27	ERR2680377.37366	Chimeric
NC_000069.7	9011914	>>	NC_000069.7	9010536	60	ERR2680377.37506	Pass
NC_000070.7	23976660	>>	NC_000070.7	24430369	60	ERR2680377.37574	Pass
NC_000085.7	45044506	<<	NC_000068.8	130744634	60	ERR2680377.37584	Chimeric
NC_000070.7	132260896	><	NC_005089.1	1696	60	ERR2680377.37588	Chimeric
NC_000074.7	38929825	<>	NC_000068.8	28102639	60	ERR2680377.37720	Chimeric
NC_000082.7	42775961	<>	NC_000074.7	9721270	34	ERR2680377.37921	Chimeric
NC_000079.7	58415931	>>	NC_000079.7	58415301	60	ERR2680377.38174	Pass
NC_000081.7	58771467	<<	NC_000079.7	118120920	60	ERR2680377.38290	Chimeric
NC_000067.7	25170488	><	NC_000067.7	4937755	42	ERR2680377.38466	Chimeric
NC_000078.7	69355800	<>	NC_000070.7	142936071	31	ERR2680377.38485	Chimeric
NC_000079.7	109355151	<>	NC_000079.7	109355059	60	ERR2680377.38501	Foldback
NC_000086.8	135737825	<>	NC_000086.8	135737553	60	ERR2680377.38567	Pass
NC_000077.7	100211614	<>	NC_000077.7	100212293	37	ERR2680377.38642	Pass
NC_000076.7	126912757	<<	NC_000076.7	126913975	60	ERR2680377.38651	Pass
NC_000074.7	70846003	<<	NC_000074.7	70851855	59	ERR2680377.38748	Pass
NC_000086.8	73354833	<>	NC_000069.7	156334259	60	ERR2680377.38802	Chimeric
NC_000071.7	138165321	<>	NC_000071.7	138166354	48	ERR2680377.38963	Pass
NC_000077.7	70108750	>>	NC_000072.7	37109049	60	ERR2680377.38974	Chimeric
NC_000085.7	22091573	<>	NC_000077.7	106152999	60	ERR2680377.39088	Chimeric
NC_000073.7	63537404	><	NC_000073.7	63537329	60	ERR2680377.39196	Foldback
NC_000080.7	59471522	<>	NC_000080.7	59474449	60	ERR2680377.39230	Pass
NC_000072.7	96500290	<<	NC_000072.7	96092735	60	ERR2680377.39271	Pass
NC_000078.7	65131751	<<	NC_000078.7	65199394	60	ERR2680377.39325	Pass
NC_000071.7	27681330	<>	NC_000071.7	27681812	60	ERR2680377.39352	Pass
NC_000071.7	27682114	>>	NC_000071.7	27680311	60	ERR2680377.39352	Pass
NC_000078.7	3698389	>>	NC_000078.7	3667604	60	ERR2680377.39427	Pass
NC_000079.7	58415318	<<	NC_000079.7	58415932	60	ERR2680377.39503	Pass
NC_000072.7	72862110	<>	NC_000081.7	9106138	60	ERR2680377.39670	Chimeric
NC_000067.7	178073640	>>	NC_000067.7	178072890	56	ERR2680377.39756	Pass
NC_000078.7	29742685	>>	NC_000078.7	29737677	60	ERR2680377.39764	Pass
NC_000075.7	95451889	<<	NC_000075.7	95453914	60	ERR2680377.39772	Pass
NC_000079.7	58274920	><	NC_000075.7	110399658	60	ERR2680377.39780	Chimeric
NC_000082.7	7042172	<<	NC_000082.7	5703729	60	ERR2680377.39976	Chimeric
NC_000084.7	42954431	>>	NC_000084.7	43192228	60	ERR2680377.40195	Pass
NC_000083.7	33966451	>>	NC_000085.7	5852196	12	ERR2680377.40487	Chimeric
NC_000081.7	35937300	<<	NC_000078.7	56420657	14	ERR2680377.40539	Chimeric
NC_000076.7	126895797	<<	NC_000077.7	21507524	60	ERR2680377.40553	Chimeric
NC_000080.7	55146033	><	NC_000080.7	55144686	60	ERR2680377.40631	Pass
NC_000074.7	123970423	<>	NC_000074.7	123972722	60	ERR2680377.40729	Pass
NC_000076.7	60135736	<>	NC_000076.7	60135931	60	ERR2680377.40746	Foldback
NC_000085.7	6100549	<>	NC_000085.7	6086300	60	ERR2680377.40764	Pass
NC_000071.7	65689121	>>	NC_000071.7	65688506	41	ERR2680377.40786	Pass
NC_000074.7	111764850	<<	NC_000074.7	111767499	60	ERR2680377.40893	Pass
NC_000070.7	102146327	<<	NC_000070.7	102148416	60	ERR2680377.41228	Pass
NC_000083.7	24803044	<<	NC_000083.7	24804343	60	ERR2680377.41782	Pass
NC_000070.7	150606672	<<	NC_000070.7	150609984	60	ERR2680377.41905	Pass
NC_000076.7	62853030	<>	NC_000076.7	62852864	60	ERR2680377.41975	Foldback
NC_000068.8	124508789	<<	NC_000068.8	123984914	60	ERR2680377.41998	Pass
NC_000076.7	69788695	><	NC_000086.8	103172796	60	ERR2680377.42024	Chimeric
NC_000071.7	44876731	><	NC_000073.7	91234858	60	ERR2680377.42089	Chimeric
NC_000079.7	55371595	<>	NC_000080.7	105546419	60	ERR2680377.42195	Chimeric
NC_000082.7	45779851	><	NC_000082.7	45781245	60	ERR2680377.42368	Pass
NC_000067.7	95426344	<>	NC_000086.8	83106831	22	ERR2680377.42371	Chimeric
NC_000067.7	165157752	<<	NC_000084.7	15221051	60	ERR2680377.42405	Chimeric
NC_000078.7	11376250	>>	NC_000067.7	166917365	60	ERR2680377.42523	Chimeric
NC_000083.7	91299539	<<	NC_000083.7	91302901	60	ERR2680377.42763	Pass
NC_000076.7	86529902	><	NC_000076.7	86528328	60	ERR2680377.43121	Pass
NC_000082.7	28217142	>>	NC_000082.7	28571585	60	ERR2680377.43143	Pass
NC_000082.7	28571596	<<	NC_000082.7	28217135	60	ERR2680377.43146	Pass
NC_000070.7	142325258	>>	NC_000070.7	142800245	60	ERR2680377.43212	Pass
NC_000078.7	89583443	>>	NC_000078.7	89580863	60	ERR2680377.43671	Pass
NC_000068.8	6446924	><	NC_000068.8	6446628	60	ERR2680377.43709	Pass
NC_000068.8	6446301	<>	NC_000069.7	87446636	60	ERR2680377.43709	Chimeric
NC_000072.7	11906092	>>	NC_000067.7	126021476	60	ERR2680377.43711	Chimeric
NC_000071.7	88731962	<<	NC_000069.7	56739325	60	ERR2680377.43957	Chimeric
NC_000084.7	35698018	>>	NC_000068.8	136623195	60	ERR2680377.44665	Chimeric
NC_000085.7	5852093	<>	NC_000077.7	30809332	60	ERR2680377.44739	Chimeric
NC_000076.7	127497226	><	NC_000079.7	42883505	60	ERR2680377.44826	Chimeric
NC_000082.7	28217142	>>	NC_000082.7	28571585	60	ERR2680377.45271	Pass
NC_000068.8	136623163	<<	NC_000072.7	62097004	60	ERR2680377.45409	Chimeric
NC_000085.7	8737388	<<	NC_000085.7	8737868	60	ERR2680377.45435	Pass
NC_000075.7	54399529	<<	NC_000075.7	54401174	60	ERR2680377.45752	Pass
NC_000067.7	130357944	>>	NC_000072.7	36421839	44	ERR2680377.45769	Chimeric
NC_000070.7	137354638	><	NC_000084.7	21275873	60	ERR2680377.45799	Chimeric
NC_000075.7	109940486	>>	NC_000075.7	109939064	60	ERR2680377.45932	Pass
NC_000074.7	23664162	>>	NC_000068.8	52564462	60	ERR2680377.45965	Chimeric
NC_000081.7	102543423	<>	NC_000071.7	71822472	39	ERR2680377.46125	Chimeric
NC_000073.7	90740246	>>	NC_000073.7	91099161	60	ERR2680377.46166	Pass
NC_000071.7	147498641	><	NC_000071.7	147499704	60	ERR2680377.46178	Pass
NC_000071.7	148442182	>>	NC_000086.8	105063218	60	ERR2680377.46256	Chimeric
NC_000072.7	110891295	<<	NC_000072.7	110623347	45	ERR2680377.46382	Pass
NC_000081.7	83014022	<>	NC_000081.7	83014327	60	ERR2680377.46410	Pass
NC_000085.7	31562966	<<	NC_000085.7	30970562	60	ERR2680377.46544	Pass
NC_000076.7	67722311	><	NC_000075.7	28060481	60	ERR2680377.46585	Chimeric
NC_000083.7	34066182	<>	NC_000083.7	34066189	38	ERR2680377.46638	Foldback
NC_000077.7	54872563	><	NC_000072.7	52693355	60	ERR2680377.46738	Chimeric
NC_000068.8	91640555	>>	NC_000068.8	91635370	60	ERR2680377.46890	Pass
NC_000072.7	47241311	>>	NC_000072.7	47238528	60	ERR2680377.47003	Pass
NC_000070.7	41517921	><	NC_000079.7	99285513	60	ERR2680377.47068	Chimeric
NC_000070.7	150321534	><	NC_000070.7	150321110	29	ERR2680377.47071	Pass
NC_000079.7	99558377	><	NC_000079.7	99558219	28	ERR2680377.47287	Foldback
NC_000067.7	15643680	<>	NC_000075.7	56979317	60	ERR2680377.47355	Chimeric
NC_000083.7	17742114	><	NC_000069.7	158199720	60	ERR2680377.47357	Chimeric
NC_000075.7	114415408	><	NC_000079.7	21679841	17	ERR2680377.47446	Chimeric
NC_000086.8	167800363	>>	NC_000080.7	79867913	60	ERR2680377.47450	Chimeric
NC_000081.7	76485635	<>	NC_000081.7	76485917	60	ERR2680377.47514	Pass
NC_000068.8	19915092	>>	NC_000068.8	20121783	60	ERR2680377.47570	Pass
NC_000068.8	20294852	>>	NC_000068.8	20534767	60	ERR2680377.47570	Pass
NC_000085.7	5852199	<>	NC_000070.7	126933530	60	ERR2680377.47719	Chimeric
NC_000075.7	44073216	<<	NC_000075.7	44097791	60	ERR2680377.47858	Pass
NC_000076.7	49659238	<<	NC_000076.7	49454396	60	ERR2680377.47873	Pass
NC_000071.7	37124102	>>	NC_000069.7	127016267	60	ERR2680377.48021	Chimeric
NC_000069.7	127016650	>>	NC_000069.7	127016064	60	ERR2680377.48021	Pass
NC_000077.7	57951913	<>	NC_000068.8	136623893	59	ERR2680377.48040	Chimeric
NC_000082.7	39948462	<>	NC_000068.8	90802339	60	ERR2680377.48222	Chimeric
NC_000073.7	122999670	<>	NC_000083.7	24043736	48	ERR2680377.48342	Chimeric
NC_000078.7	54830893	><	NC_000078.7	54830892	60	ERR2680377.48349	Foldback
NC_000074.7	123794379	<<	NC_000069.7	65037058	60	ERR2680377.48603	Chimeric
NC_000067.7	75289973	><	NC_000075.7	95286450	60	ERR2680377.48672	Chimeric
NC_000076.7	49243276	>>	NC_000076.7	49239694	60	ERR2680377.48720	Pass
NC_000073.7	100307636	><	NC_005089.1	1705	60	ERR2680377.48744	Chimeric
NC_000074.7	23127900	><	NC_000074.7	23125714	60	ERR2680377.48801	Pass
NC_000078.7	109598593	<>	NC_000073.7	44253658	60	ERR2680377.48833	Chimeric
NC_000075.7	29090553	>>	NC_000075.7	29874185	58	ERR2680377.48952	Pass
NC_000068.8	181290858	><	NC_000068.8	181278795	60	ERR2680377.48997	Pass
NC_000074.7	84823073	<>	NC_000074.7	84823023	60	ERR2680377.49004	Foldback
NC_000077.7	78512271	>>	NC_000077.7	78510736	60	ERR2680377.49105	Pass
NC_000083.7	17614599	<<	NC_000075.7	68635824	60	ERR2680377.49305	Chimeric
NC_000068.8	130894773	><	NC_000068.8	130893126	60	ERR2680377.49340	Pass
NC_000081.7	21457112	>>	NC_000081.7	21455014	60	ERR2680377.49603	Pass
NC_000077.7	78217367	><	NC_000077.7	78217353	60	ERR2680377.49653	Foldback
NC_000076.7	42387269	>>	NC_000068.8	121925402	60	ERR2680377.49789	Chimeric
NC_000071.7	120700017	<>	NC_000071.7	120747445	60	ERR2680377.49848	Pass
NC_000083.7	71039841	>>	NC_000083.7	71035781	60	ERR2680377.49901	Pass
NC_000073.7	92045027	<<	NC_000073.7	92046535	60	ERR2680377.49904	Pass
NC_000074.7	35316464	<>	NC_000081.7	76228663	60	ERR2680377.49906	Chimeric
NC_000072.7	85738372	><	NC_000072.7	85683796	16	ERR2680377.50054	Pass
NC_000072.7	140586501	>>	NC_000072.7	140585440	60	ERR2680377.50116	Pass
NC_000068.8	136623886	<>	NC_000074.7	84338156	60	ERR2680377.50173	Chimeric
NC_000068.8	40982198	<>	NC_000077.7	102669420	60	ERR2680377.50226	Chimeric
NC_000082.7	7138147	<>	NC_000086.8	73354800	38	ERR2680377.50254	Chimeric
NC_000069.7	122651778	<>	NC_000080.7	4189254	60	ERR2680377.50284	Chimeric
NC_005089.1	5617	<<	NC_000086.8	81994487	60	ERR2680377.50321	Chimeric
NC_000076.7	13842061	><	NC_000076.7	13841991	30	ERR2680377.50490	Foldback
NC_000070.7	35191941	>>	NC_005089.1	1215	60	ERR2680377.50585	Chimeric
NC_000072.7	58896436	<<	NC_000067.7	173163329	60	ERR2680377.50847	Chimeric
NC_000083.7	27929561	<>	NC_000083.7	27928408	60	ERR2680377.51060	Pass
NC_000067.7	165263827	<<	NC_000069.7	133967838	59	ERR2680377.51160	Chimeric
NC_000071.7	37124114	>>	NC_000068.8	7290840	60	ERR2680377.51188	Chimeric
NC_000083.7	66356929	>>	NC_000078.7	113593616	49	ERR2680377.51338	Chimeric
NC_000081.7	98066978	<>	NC_000081.7	98066853	60	ERR2680377.51343	Foldback
NC_000077.7	75478943	<>	NC_000077.7	75517025	46	ERR2680377.52488	Pass
NC_000077.7	102668681	><	NC_000077.7	102668664	29	ERR2680377.52642	Foldback
NC_000068.8	130469237	>>	NC_000068.8	130467557	60	ERR2680377.52669	Pass
NC_000069.7	96102288	<>	NC_000069.7	96102234	60	ERR2680377.52700	Foldback
NC_000077.7	68007028	<>	NC_000072.7	11900373	60	ERR2680377.52738	Chimeric
NC_000070.7	57696519	><	NC_000068.8	73712928	60	ERR2680377.52896	Chimeric
NC_000068.8	136623880	<<	NC_000074.7	36684123	60	ERR2680377.52943	Chimeric
NC_000083.7	30719899	<>	NC_000069.7	94840360	46	ERR2680377.53046	Chimeric
NC_000067.7	177590924	<<	NC_000073.7	131172906	60	ERR2680377.53105	Chimeric
NC_000082.7	33828210	><	NC_000082.7	33864363	33	ERR2680377.53247	Pass
NC_000074.7	123152965	><	NC_000074.7	123153986	60	ERR2680377.53277	Pass
NC_000077.7	98217363	><	NC_000083.7	8253507	56	ERR2680377.53311	Chimeric
NC_000075.7	49709984	<<	NC_000075.7	49481203	44	ERR2680377.53351	Pass
NC_000074.7	70964887	>>	NC_000074.7	70963955	60	ERR2680377.53376	Pass
NC_000083.7	34357874	><	NC_000083.7	34357816	60	ERR2680377.53454	Foldback
NC_000073.7	44612174	<>	NC_000073.7	44616562	18	ERR2680377.53472	Pass
NC_000071.7	48667104	>>	NC_000071.7	49681984	60	ERR2680377.53686	Chimeric
NC_000078.7	100843323	>>	NC_000078.7	3878925	28	ERR2680377.53789	Chimeric
NC_000073.7	3231199	<<	NC_000081.7	59207029	12	ERR2680377.53832	Chimeric
NC_000067.7	85835320	<>	NC_000067.7	85835958	60	ERR2680377.53883	Pass
NC_000070.7	46916371	><	NC_000070.7	46916163	60	ERR2680377.53888	Pass
NC_000078.7	109531479	>>	NC_000078.7	109530937	20	ERR2680377.53931	Pass
NC_000071.7	27836484	<>	NC_000071.7	27866592	60	ERR2680377.54049	Pass
NC_000083.7	56741271	><	NC_000083.7	56740469	60	ERR2680377.54403	Pass
NC_000071.7	130512912	<>	NC_000071.7	130513725	60	ERR2680377.54710	Pass
NC_000083.7	57297562	<>	NC_000083.7	57297851	41	ERR2680377.54760	Pass
NC_000071.7	65849782	<<	NC_000071.7	65851661	60	ERR2680377.54770	Pass
NC_000070.7	151914873	<<	NC_000070.7	151670941	60	ERR2680377.54801	Pass
NT_187064.1	55657	>>	NC_000084.7	20798469	60	ERR2680377.54812	Chimeric
NC_000067.7	175098481	>>	NC_000067.7	175318618	60	ERR2680377.54850	Pass
NC_000073.7	141634302	><	NC_000073.7	141635687	60	ERR2680377.55017	Pass
NC_000074.7	85756169	<>	NC_000074.7	85753811	60	ERR2680377.55040	Pass
NC_000067.7	85835635	<<	NC_000071.7	122504460	60	ERR2680377.55077	Chimeric
NC_000073.7	5098658	<>	NC_000073.7	5100288	60	ERR2680377.55086	Pass
NC_000071.7	121385634	>>	NC_000072.7	121314407	60	ERR2680377.55142	Chimeric
NC_000071.7	122501963	<>	NC_000071.7	122502451	60	ERR2680377.55264	Pass
NC_000074.7	110815919	<>	NC_000074.7	110816302	28	ERR2680377.55442	Pass
NC_000078.7	103390310	><	NC_000078.7	103390173	60	ERR2680377.55754	Foldback
NC_000068.8	38906785	>>	NC_000084.7	23113335	17	ERR2680377.55857	Chimeric
NC_000084.7	23115532	>>	NC_000070.7	107650846	17	ERR2680377.55857	Chimeric
NC_000077.7	62442337	<>	NC_000078.7	33300294	50	ERR2680377.55981	Chimeric
NC_000074.7	122277041	><	NC_000074.7	122276715	60	ERR2680377.56014	Pass
NC_000072.7	6827999	>>	NC_000072.7	6826753	60	ERR2680377.56031	Pass
NC_000080.7	124373691	>>	NC_000080.7	124913921	60	ERR2680377.56258	Pass
NC_000069.7	55741977	<<	NC_000076.7	32151567	60	ERR2680377.56276	Chimeric
NC_000068.8	136623889	<>	NC_000072.7	55476138	60	ERR2680377.56333	Chimeric
NC_000082.7	22287912	>>	NC_000067.7	97803681	60	ERR2680377.56420	Chimeric
NC_000080.7	67041445	<<	NC_000080.7	67042723	60	ERR2680377.56630	Pass
NC_000073.7	19432179	>>	NC_000067.7	37723655	60	ERR2680377.56894	Chimeric
NC_000072.7	37206037	<>	NC_000084.7	33117074	60	ERR2680377.56904	Chimeric
NC_000076.7	127062077	><	NC_000068.8	115575447	60	ERR2680377.57036	Chimeric
NC_005089.1	5693	<>	NC_000071.7	75164609	51	ERR2680377.57076	Chimeric
NC_000079.7	74309424	>>	NC_000068.8	117168758	60	ERR2680377.57189	Chimeric
NC_000073.7	119449128	<<	NC_000073.7	119450845	60	ERR2680377.57276	Pass
NC_000069.7	149779018	>>	NC_000075.7	106361054	25	ERR2680377.57317	Chimeric
NC_000070.7	141192675	<>	NC_000070.7	141192867	60	ERR2680377.57467	Foldback
NC_000068.8	136623905	<<	NC_000075.7	53349500	60	ERR2680377.57648	Chimeric
NC_000074.7	84980197	>>	NC_000074.7	84979006	60	ERR2680377.57692	Pass
NC_000069.7	10379468	><	NC_000069.7	10391247	60	ERR2680377.57710	Pass
NC_000086.8	7518122	<>	NC_000086.8	7518380	60	ERR2680377.57714	Pass
NC_000080.7	20654119	<<	NC_000080.7	20657976	60	ERR2680377.57729	Pass
NC_000081.7	74621499	><	NC_000081.7	74621448	51	ERR2680377.57935	Foldback
NC_000068.8	68067933	<<	NC_000071.7	34653958	60	ERR2680377.58061	Chimeric
NC_000078.7	91542467	<>	NC_000076.7	116886907	60	ERR2680377.58565	Chimeric
NC_000077.7	78215586	<>	NC_000077.7	78215870	60	ERR2680377.58602	Pass
NC_000075.7	71903259	<>	NC_000074.7	88213676	60	ERR2680377.58607	Chimeric
NC_000075.7	45952267	><	NC_000075.7	45951969	41	ERR2680377.58668	Pass
NC_000067.7	38833254	><	NC_000071.7	19514732	60	ERR2680377.58687	Chimeric
NC_000068.8	91691332	<>	NC_000068.8	91691909	60	ERR2680377.58835	Pass
NC_000080.7	119534402	>>	NC_000080.7	119533778	60	ERR2680377.59104	Pass
NC_000082.7	6167091	>>	NC_000082.7	7042173	60	ERR2680377.59158	Pass
NC_000068.8	109844591	>>	NC_000080.7	74978610	50	ERR2680377.59167	Chimeric
NC_000080.7	54902764	<>	NC_000079.7	95159159	60	ERR2680377.59265	Chimeric
NC_000075.7	27702745	>>	NC_000075.7	27940795	60	ERR2680377.59377	Pass
NC_000076.7	77824168	><	NC_000083.7	71415684	60	ERR2680377.59383	Chimeric
NC_000075.7	44537365	<<	NC_000071.7	117538725	17	ERR2680377.59405	Chimeric
NC_000074.7	13722889	><	NC_000074.7	13722620	60	ERR2680377.59466	Pass
NC_000075.7	76024422	<<	NC_000081.7	30587135	60	ERR2680377.59471	Chimeric
NC_000072.7	35487295	>>	NC_000075.7	111949324	60	ERR2680377.59568	Chimeric
NC_000080.7	55322134	<>	NC_000080.7	55320766	44	ERR2680377.59569	Pass
NC_000076.7	127271092	<>	NC_000075.7	16157010	60	ERR2680377.59627	Chimeric
NC_000069.7	108499756	><	NC_000069.7	108463969	60	ERR2680377.59639	Pass
NC_000082.7	13917914	<<	NC_000068.8	25182058	60	ERR2680377.59706	Chimeric
NC_000073.7	125246779	><	NC_000073.7	125245902	60	ERR2680377.59744	Pass
NC_000080.7	8976253	>>	NC_000080.7	9184556	60	ERR2680377.59814	Pass
NC_000086.8	36454785	>>	NC_000086.8	158243314	60	ERR2680377.59952	Chimeric
NC_000075.7	44707708	<>	NC_000075.7	44709564	60	ERR2680377.60095	Pass
NC_000081.7	10244008	<<	NC_000081.7	10244771	60	ERR2680377.60098	Pass
NC_000073.7	64039678	><	NC_000073.7	64039557	60	ERR2680377.60282	Foldback
NC_000070.7	150560099	>>	NC_000080.7	9786250	60	ERR2680377.60508	Chimeric
NC_000081.7	98636413	>>	NC_000075.7	95283917	60	ERR2680377.60579	Chimeric
NC_000083.7	26282590	><	NC_000068.8	152685112	60	ERR2680377.60852	Chimeric
NC_000073.7	126117864	>>	NC_000073.7	126114960	60	ERR2680377.60898	Pass
NC_000073.7	90740253	>>	NC_000073.7	91382296	60	ERR2680377.60971	Pass
NC_005089.1	1096	<>	NC_000073.7	141050924	60	ERR2680377.61017	Chimeric
NC_000073.7	90154149	>>	NC_000073.7	90381101	60	ERR2680377.61383	Pass
NC_000073.7	90564742	>>	NC_000073.7	91459675	60	ERR2680377.61383	Pass
NC_000075.7	53349554	>>	NC_000068.8	136623880	60	ERR2680377.61483	Chimeric
NC_000084.7	43488399	<<	NC_000084.7	43489954	60	ERR2680377.61647	Pass
NC_000069.7	108371756	><	NC_000069.7	108365221	60	ERR2680377.61655	Pass
NC_000080.7	3709259	<<	NC_000080.7	3710372	59	ERR2680377.61828	Pass
NC_000068.8	136623168	<>	NC_000085.7	46912106	60	ERR2680377.61908	Chimeric
NC_000073.7	130467691	<>	NC_000073.7	130467692	60	ERR2680377.62171	Foldback
NC_000086.8	73354797	<<	NC_000069.7	69231675	60	ERR2680377.62299	Chimeric
NC_000070.7	46686784	><	NC_000070.7	46686916	60	ERR2680377.62495	Foldback
NC_000071.7	5833574	><	NC_000071.7	5833612	30	ERR2680377.62560	Foldback
NC_000078.7	109526803	<>	NC_000078.7	109529025	60	ERR2680377.62692	Pass
NC_000071.7	52308112	><	NC_000086.8	158367361	60	ERR2680377.62798	Chimeric
NC_000068.8	140666970	<<	NC_000068.8	140294603	60	ERR2680377.62956	Pass
NC_000072.7	115224311	><	NC_000073.7	143077278	20	ERR2680377.63022	Chimeric
NC_000082.7	7042173	<<	NC_000082.7	6305732	60	ERR2680377.63245	Pass
NC_000069.7	65255202	<<	NC_000069.7	58498571	49	ERR2680377.63341	Chimeric
NC_000085.7	45554845	><	NC_000085.7	45554623	60	ERR2680377.63368	Pass
NC_000077.7	100472069	<>	NC_000085.7	7176891	60	ERR2680377.63403	Chimeric
NC_000076.7	109968162	><	NC_000076.7	109968178	60	ERR2680377.63416	Foldback
NC_000068.8	49509433	<>	NC_000068.8	49509481	60	ERR2680377.63420	Foldback
NC_000085.7	10401353	<>	NC_000085.7	10401454	60	ERR2680377.63510	Foldback
NC_000068.8	136623894	<<	NC_000086.8	166896137	60	ERR2680377.63568	Chimeric
NC_000069.7	136408955	>>	NC_000070.7	127078444	60	ERR2680377.63581	Chimeric
NC_000086.8	82051314	<<	NC_000074.7	85700892	60	ERR2680377.63649	Chimeric
NC_000068.8	65597512	<<	NC_000075.7	69996729	60	ERR2680377.63785	Chimeric
NC_000080.7	46322144	<<	NC_000072.7	24527316	36	ERR2680377.63827	Chimeric
NC_000079.7	41762585	>>	NC_000068.8	28360923	60	ERR2680377.64007	Chimeric
NC_000083.7	29921259	<>	NC_000083.7	29917624	44	ERR2680377.64128	Pass
NC_000072.7	38468181	<>	NC_000072.7	38500949	60	ERR2680377.64178	Pass
NC_000077.7	60118140	><	NC_000077.7	60117879	60	ERR2680377.64194	Pass
NC_000082.7	31073551	>>	NC_000083.7	6759658	34	ERR2680377.64304	Chimeric
NC_000076.7	80986825	<>	NC_000076.7	80987454	60	ERR2680377.64324	Pass
NC_000077.7	70923885	<<	NC_000071.7	121513334	60	ERR2680377.64474	Chimeric
NC_000070.7	123607190	><	NC_000071.7	23037611	60	ERR2680377.64547	Chimeric
NC_000074.7	127659798	>>	NC_005089.1	1775	52	ERR2680377.64600	Chimeric
NC_000079.7	99574191	><	NC_000079.7	99559004	60	ERR2680377.64664	Pass
NC_000076.7	62270879	>>	NC_000076.7	62267696	60	ERR2680377.64848	Pass
NC_000070.7	129538631	>>	NC_000071.7	3593823	60	ERR2680377.64924	Chimeric
NC_000073.7	136991048	<>	NC_000073.7	136992349	39	ERR2680377.65158	Pass
NC_000070.7	11158164	>>	NC_000068.8	155118917	31	ERR2680377.65171	Chimeric
NC_000070.7	44133639	<<	NC_000070.7	44137661	26	ERR2680377.65246	Pass
NC_000070.7	44133639	<<	NC_000070.7	44137661	38	ERR2680377.65246	Pass
NC_000070.7	44133639	<<	NC_000070.7	44137657	60	ERR2680377.65246	Pass
NC_000077.7	61721401	>>	NC_000077.7	61720297	60	ERR2680377.65271	Pass
NC_000068.8	25359741	>>	NC_000083.7	45997292	60	ERR2680377.65501	Chimeric
NC_000069.7	97778879	><	NC_000069.7	97777950	60	ERR2680377.65520	Pass
NC_000068.8	136623891	<<	NC_000069.7	84360654	60	ERR2680377.65543	Chimeric
NC_000078.7	95707466	>>	NC_000080.7	3692526	60	ERR2680377.65789	Chimeric
NC_000079.7	35999974	<<	NC_000079.7	59019576	60	ERR2680377.65883	Chimeric
NC_000075.7	21481620	>>	NC_000075.7	21479922	60	ERR2680377.65990	Pass
NC_000086.8	13383587	<<	NC_000073.7	131838219	60	ERR2680377.65995	Chimeric
NC_000073.7	61729981	<<	NC_000074.7	32719495	60	ERR2680377.66454	Chimeric
NC_000079.7	34414213	<<	NC_000079.7	34416700	60	ERR2680377.66546	Pass
NC_000074.7	69762314	><	NC_000082.7	34102844	60	ERR2680377.66559	Chimeric
NC_000072.7	45264082	>>	NC_000068.8	135315975	60	ERR2680377.66709	Chimeric
NC_000081.7	30270357	<<	NC_000081.7	30271456	60	ERR2680377.67103	Pass
NC_000067.7	63634989	<<	NC_000069.7	55221408	60	ERR2680377.67144	Chimeric
NC_000081.7	35938302	>>	NC_000069.7	13489609	17	ERR2680377.67334	Chimeric
NC_000069.7	97829672	<<	NC_000067.7	179877012	12	ERR2680377.67337	Chimeric
NC_000084.7	82603210	<>	NC_000084.7	82603464	60	ERR2680377.67467	Pass
